/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
es,en,20,tocar,to play (a musical instrument),{v}
es,en,20,tocar,to touch,{v}
es,en,20,tocar las pelotas,"to bug, get on someone's nerves, be a pain in the ass","{v} [colloquial, idiomatic]"
es,en,20,tocaya,feminine form of tocayo,{f}
es,en,20,tocayo,namesake (person having the same name),{m}
es,en,20,tocino,bacon,{m}
es,en,20,tocino,salt pork,{m}
es,en,20,todas,"plural of toda; all, all of",{adj}
es,en,20,todavía,"even, still",{adv}
es,en,20,todavía,"not yet (plus ""no"")",{adv}
es,en,20,todavía,"still, yet",{adv}
es,en,20,todo,all,{adj}
es,en,20,todo lo demás,everything else,{pron}
es,en,20,todopoderoso,almighty,{adj}
es,en,20,todos,"plural of todo; all, all of",{adj}
es,en,20,todos y cada uno,each and every one,{adj}
es,en,20,todoterreno,ATV; four-wheel drive vehicle,{m}
es,en,20,tofu,tofu,{m}
es,en,20,Togo,Togo,{prop}
es,en,20,togolés,Togolese,{adj}
es,en,20,togolés,Togolese,{m}
es,en,20,Tokio,Tokyo (capital city of Japan),{prop}
es,en,20,toldar,to cover with an awning,{v}
es,en,20,toldo,awning,{m}
es,en,20,toledano,From Toledo,{adj}
es,en,20,toledano,Someone from Toledo,{m}
es,en,20,toledo,toilet,{m} [slang]
es,en,20,tolerable,tolerable,{adj}
es,en,20,tolerancia,tolerance,{f}
es,en,20,tolerante,tolerant,{adj}
es,en,20,tolerar,to endure,{v}
es,en,20,tolerar,to tolerate,{v}
es,en,20,tolina,tholin,{f} [organic compound]
es,en,20,toller,to remove,{v}
es,en,20,tollón,narrow pass or road,{m}
es,en,20,tollón,toyon,{m} [plants]
es,en,20,toloache,toloache,{m}
es,en,20,tolueno,toluene,{m} [organic compound]
es,en,20,toluidina,toluidine,{f} [organic compound]
es,en,20,toma,"conquest, capture",{f}
es,en,20,toma,recording,{f}
es,en,20,-toma,feminine form of -tomo,{suffix}
es,en,20,-tomía,-tomy,{suffix}
es,en,20,tomador,pickpocket,{mf} [colloquial]
es,en,20,tomador,taker; receiver; retriever,{mf}
es,en,20,tomar,"To drink, have (especially an alcoholic beverage)",{v}
es,en,20,tomar,To take,{v}
es,en,20,tomar,To travel by means of,{v}
es,en,20,tomar a pecho,to take to heart,{v} [idiomatic]
es,en,20,tomar el pelo,"to make a fool of somebody, kid, wind up",{v} [idiomatic]
es,en,20,tomar el toro por los cuernos,to take the bull by the horns,{v} [idiomatic]
es,en,20,tomar en cuenta,To take into account; to keep in mind.,{v} [idiomatic]
es,en,20,tomar la palabra,To take somebody's word for it; to believe what somebody says.,{v} [idiomatic]
es,en,20,tomar por culo,to take it up the ass,"{v} [idiomatic, vulgar]"
es,en,20,tomar por culo,"To fuck, screw (disregard)","{v} [idiom, vulgar]"
es,en,20,Tomasa,"female given name, feminine form of Tomás ( Thomas)",{prop}
es,en,20,tomate,tomatillo,{m} [Mexico]
es,en,20,tomate,tomato (fruit),{m}
es,en,20,tomate,tomato (plant),{m}
es,en,20,tomate cherry,cherry tomato,{m}
es,en,20,tío materno,maternal uncle (brother of someone’s mother),{m}
es,en,20,tomavistas,cine camera,{m}
es,en,20,tombo,cop,{m} [slang]
es,en,20,tomillo,thyme,{m}
es,en,20,tomín,A Spanish coin equivalent to one third of an adarme or one eighth of a castellano,{m} [historical]
es,en,20,tomín,A type of silver coin used in the Americas in times of Spanish colonialism,{m} [historical]
es,en,20,tomo,"tome, volume",{m}
es,en,20,-tomo,-tome,{suffix}
es,en,20,tomografía,tomography,{f}
es,en,20,Tomás,male given name,{prop}
es,en,20,Tomás,"Thomas, the apostle",{prop}
es,en,20,tonel,barrel,{m}
es,en,20,tonelada,ton,{f}
es,en,20,Tonga,Tonga,{prop}
es,en,20,tongano,Tongan,{adj}
es,en,20,tongano,Tongan,{m}
es,en,20,tongo,fraud,"{m} [colloquial, South America]"
es,en,20,tono,tone,{m}
es,en,20,tonoplasto,tonoplast,{m} [cytology]
es,en,20,tonsilolito,tonsillolith,{m}
es,en,20,tontear,to flirt,{v}
es,en,20,tontería,nonsense,{f}
es,en,20,tontería,something of little consequence,{f}
es,en,20,tontería,something that is dumb,{f}
es,en,20,tontina,tontine,{f}
es,en,20,tontón,(augmentative of) tonto; very stupid,{adj}
es,en,20,tonto,silly or foolish,{adj}
es,en,20,tonto,stupid,{adj}
es,en,20,tonto,"A fool, a stupid person",{m}
es,en,20,topacio,topaz,{m}
es,en,20,topar,"to come across, encounter",{vt}
es,en,20,topar,"to knock against, hit, strike, touch",{vt}
es,en,20,tío paterno,paternal uncle (brother of someone’s father),{m}
es,en,20,tope,"(boats) masthead, lookout",{m}
es,en,20,tope,"butt, end, butt end",{m}
es,en,20,tope,collision,{m}
es,en,20,tope,speed bump,{m} [Mexico]
es,en,20,tope,"quarrel, fight",{m}
es,en,20,tope,"(railway) buffer, bumper",{m}
es,en,20,tope,reinforcement,{m}
es,en,20,tope,"stop, catch, snag (also figuratively)",{m}
es,en,20,tope,"top, limit",{m}
es,en,20,topetada,butt (sudden thrust from an animal),{f}
es,en,20,topetar,to butt (to suddenly thrust with the head),{v}
es,en,20,topetazo,butt (sudden thrust from an animal),{m}
es,en,20,topógrafa,feminine form of topógrafo,{f}
es,en,20,topógrafo,topographer,{m}
es,en,20,topiramato,topiramate,{m} [organic compound]
es,en,20,topónimo,placename,{m}
es,en,20,topo,mole (spy),{m}
es,en,20,topo,mole (the animal),{m}
es,en,20,topografía,topography,{f}
es,en,20,topográfico,topographic,{adj}
es,en,20,topoisomerasa,topoisomerase,{f} [enzyme]
es,en,20,topolecto,topolect,{m} [linguistics]
es,en,20,topología,topology,{f}
es,en,20,toque,stroke,{m}
es,en,20,toque,toke,{m}
es,en,20,toque,touch,{m}
es,en,20,toque,whiff,{m}
es,en,20,toque de queda,curfew,{m}
es,en,20,toquetear,to touch up,{v} [colloquial]
es,en,20,toquetear,to handle; fiddle (with),{v}
es,en,20,toqui,toqui,{mf}
es,en,20,toracotomía,thoracotomy,{f} [medical]
es,en,20,torbellino,whirlwind,{m}
es,en,20,torcer,to bend,{v}
es,en,20,torcer,to sprain,{v}
es,en,20,torcer,to twist,{v}
es,en,20,torcerse,"to twist, to bend",{v}
es,en,20,torcida,wick,{f}
es,en,20,torcido,cross-eyed,{adj}
es,en,20,torcido,torqued,{adj}
es,en,20,torcido,twisted; askew,{adj}
es,en,20,torcido,unlucky,{adj}
es,en,20,torcido,winding,{adj}
es,en,20,torcido,twist or curl,{m}
es,en,20,tordo,with skin patterned in white and black patches,{adj} [of horses]
es,en,20,tordo,thrush (kind of bird); species Turdus musicus,{m}
es,en,20,toreador,toreador,{m} [bullfighting]
es,en,20,torear,to fight a bull,{v} [bullfighting]
es,en,20,torear,"to banter, to tease",{v}
es,en,20,torear,to send the bulls to the cows,{v}
es,en,20,torear,to yap (of a dog),{v}
es,en,20,toreo,"tauromachy, bullfighting",{m} [bullfighting]
es,en,20,torero,"torero, bullfighter, toreador",{m} [bullfighting]
es,en,20,torio,thorium,{m}
es,en,20,tormenta,"storm, thunderstorm, lightning storm",{f}
es,en,20,tormenta de polvo,duststorm,{f} [weather]
es,en,20,tormenta ígnea,firestorm,{n}
es,en,20,tornado,tornado,{m}
es,en,20,tornar,to come back,{vi}
es,en,20,tornar,to revive (to recover from a state of unconsciousness),{vi}
es,en,20,tornar,to do again,{vi} [
es,en,20,tornar,to change,{vt}
es,en,20,tornar,to put back,{vt}
es,en,20,tornar,to return,{vt}
es,en,20,tornasol,iridescence,{m}
es,en,20,tornasol,litmus,{m}
es,en,20,tornasol,sunflower,{m}
es,en,20,tornear,to turn (as on a lathe),{v}
es,en,20,torneo,tournament,{m}
es,en,20,tornillo,screw (fastener),{m}
es,en,20,torniquete,tourniquet (bandage),{m}
es,en,20,torniquete,turnstile,{m}
es,en,20,torno,a lathe,{m}
es,en,20,toro,bull,{m}
es,en,20,toro,torus,"{m} [geometry, architecture]"
es,en,20,toroide,toroid,{m} [geometry]
es,en,20,toronja,grapefruit,{f}
es,en,20,toronjil,lemon balm,{m}
es,en,20,torozón,annoyance,{m}
es,en,20,torozón,worry,{m}
es,en,20,torpe,clumsy,{adj}
es,en,20,torpe,dishonest,{adj}
es,en,20,torpe,ugly,{adj}
es,en,20,torpedear,to torpedo,{v}
es,en,20,torpedero,shortstop,{f} [baseball]
es,en,20,torpedero,torpedo boat,{f}
es,en,20,torpedero,torpedo bomber,{f}
es,en,20,torpedo,torpedo (fish),{m}
es,en,20,torpedo,torpedo (weapon),{m}
es,en,20,torpeza,awkwardness,{f}
es,en,20,torpeza,blunder,{f}
es,en,20,torrar,to toast,{v} [cooking]
es,en,20,torrar,"to toast, roast (become unbearably hot)",{v}
es,en,20,torre,rook,{f} [chess]
es,en,20,torre,skyscraper,{f}
es,en,20,torre,tower,{f}
es,en,20,Torre de Babel,the Tower of Babel,{prop} [biblical]
es,en,20,torre Eiffel,Eiffel Tower,{n}
es,en,20,torreja,slice,{f} [Chile]
es,en,20,torreja,french toast,{f} [Latin America]
es,en,20,torrente,flood,{m}
es,en,20,torrente,stream,{m}
es,en,20,torrente,torrent,{m}
es,en,20,torrente sanguíneo,bloodstream,{m}
es,en,20,Torres,Spanish surname,{prop}
es,en,20,torta,A cake,{f}
es,en,20,torta,A tart,{f}
es,en,20,torta,A sandwich on a roll,{f} [Mexico]
es,en,20,torta,"slap in the face, cuff on the ear","{f} [Spain, colloquial]"
es,en,20,torta marmolada,marble cake,{f}
es,en,20,tortería,A shop / store which sells tortas,{f}
es,en,20,tortilla,tortilla,{f} [Mexico and Central America]
es,en,20,tortilla,omelette,{f} [Spain and most Hispanic countries]
es,en,20,tortillera,dyke,"{f} [colloquial, pejorative, Spain]"
es,en,20,tortillera,female tortilla seller; tortilla maker,{f} [Latin America]
es,en,20,tortillería,A store which sells tortillas,{f}
es,en,20,tortillero,Of or relating to tortillas,{adj}
es,en,20,tortillero,A round dish used to store tortillas,{m}
es,en,20,tortillero,tortilla seller; tortilla maker,{m} [Latin America]
es,en,20,tortillita,diminutive form of tortilla,{f}
es,en,20,tortita,pancake,{f}
es,en,20,tortuga,(de tierra) tortoise,{f}
es,en,20,tortuga,"(marina, acuática) turtle",{f}
es,en,20,tortuoso,"winding, tortuous",{adj}
es,en,20,tortura,torture,{f}
es,en,20,torturador,torturer,{m}
es,en,20,torturar,to torture,{v}
es,en,20,torunda,swab,{f}
es,en,20,tos,a cough,{f}
es,en,20,tosco,"coarse, rough",{adj}
es,en,20,tosco,crude,{adj}
es,en,20,tosco,uncouth,{adj}
es,en,20,tosco,tartar,{f} [dental hygiene]
es,en,20,tosco,tuff,{f} [geology]
es,en,20,toser,to cough,{v}
es,en,20,tosferina,whooping cough,{f}
es,en,20,tosquedad,crudeness,{f}
es,en,20,tostada,a slice of toast,{f}
es,en,20,tostador,toaster,{m}
es,en,20,tostadora,toaster,{f}
es,en,20,tostar,to toast; to brown by cooking,{v}
es,en,20,tostón,fried slice of unripe plantain,{m}
es,en,20,total,"total, complete",{adj}
es,en,20,totalidad,whole,{f}
es,en,20,totalizador,"adding-up, totalling",{adj}
es,en,20,totalizador,totalizator,{m}
es,en,20,totalizador,totalizer,{m}
es,en,20,totalizar,to totalize,{v}
es,en,20,totalmente,totally,{adv}
es,en,20,totemismo,totemism,{m}
es,en,20,totémico,totemic,{adj}
es,en,20,totol,turkey,{m} [Mexico]
es,en,20,totola,feminine form of totol; a turkey hen,{f}
es,en,20,Totonicapán,A department of Guatemala,{prop}
es,en,20,totopo,"baked corn tortilla, especially in the form of a chip or crisp","{m} [Central America, Mexico]"
es,en,20,totoposte,alternative form of totopo,{m} [rare]
es,en,20,totora,bulrush,{f}
es,en,20,toxicidad,toxicity,{f}
es,en,20,toxicólogo,toxicologist,{m}
es,en,20,toxicómana,A person with a pathological desire for intoxicants; a drug addict,{f}
es,en,20,toxicómano,One who has a pathological desire for intoxicants; a drug addict,{m}
es,en,20,toxicología,toxicology,{f}
es,en,20,toxicomanía,An irrational desire for intoxicants; toxicomania,{f}
es,en,20,toxina,toxin,{f}
es,en,20,tozudamente,obstinately,{adv}
es,en,20,tozudo,obstinate,{adj}
es,en,20,tápalo,a coarse-threaded shawl or mantle used in Mexico,{m}
es,en,20,típicamente,typically,{adv}
es,en,20,típico,typical,{adj}
es,en,20,tópico,clichéd,{adj}
es,en,20,tópico,topical,{adj}
es,en,20,tópico,cliché,{m}
es,en,20,tópico,"subject, topic",{m}
es,en,20,TQM,te quiero mucho (I love you a lot),{abbr}
es,en,20,trabajador,hard-working,{adj}
es,en,20,trabajador,worker,{m}
es,en,20,trabajar,to suffer,{v} [obsolete]
es,en,20,trabajar,"to work, labour",{v}
es,en,20,trabajito,diminutive form of trabajo,{m}
es,en,20,trabajo,work,{m} [physics]
es,en,20,trabajo,work,{m}
es,en,20,trabajo de chinos,"A lot of work; difficult or long-term work. (Literally, Chinese work.)",{m} [idiomatic]
es,en,20,trabajo forzado,forced labour,{m}
es,en,20,trabajosamente,"laboriously, arduously, toilsomely (requiring much work)",{adv}
es,en,20,trabajoso,"laborious, arduous",{adj}
es,en,20,trabalenguas,tongue-twister,{m}
es,en,20,trabar,to connect,{v}
es,en,20,trabar,to obstruct,{v}
es,en,20,trabuquete,trebuchet,{m}
es,en,20,tracción,traction,{f}
es,en,20,traceur,traceur,{m}
es,en,20,tracto,a stretch,{m}
es,en,20,tracto,tract,{m}
es,en,20,tractor,tractor,{m}
es,en,20,traída,bringing,{f}
es,en,20,tríada,triad,{f}
es,en,20,tradición,tradition,{f}
es,en,20,tradicional,traditional,{adj}
es,en,20,tradicionalmente,traditionally,{adv}
es,en,20,traído,"used, worn",{adj} [mainly of clothing]
es,en,20,traído por los pelos,"far-fetched, unlikely",{adj}
es,en,20,traducción,translation,{f}
es,en,20,traduccional,translationary,{adj}
es,en,20,traducido,translated,{adj}
es,en,20,traducir,to translate,{v}
es,en,20,traductor,translating,{adj}
es,en,20,traductor,translator,{m}
es,en,20,traer,"to attract, to draw, to pull",{v}
es,en,20,traer,to bring,{v}
es,en,20,traer,"to bring about, to cause, to occasion",{v}
es,en,20,traer,"to bring forward, to advance, to adduce",{v}
es,en,20,traer,"to cause to be, to have in a certain condition",{v}
es,en,20,traer,"to have, to carry (in a publication, in stock)",{v}
es,en,20,traer,"to include (have as a component, part, accessory or ingredient)",{v}
es,en,20,traer,"to make, to compel, to oblige",{v}
es,en,20,traer,to persuade,{v}
es,en,20,traer,to wear (short form of traer puesto),{v}
es,en,20,traficante,dealing,{adj}
es,en,20,traficante,dealer (drugs),{mf}
es,en,20,traficante,trafficker (illegal),{mf}
es,en,20,traficar,to smuggle,{v} [Latin America]
es,en,20,traficar,to traffic (illegal trade or exchange of goods),{v} [Latin America]
es,en,20,tragador,cumslut,{m}
es,en,20,tragador,swallower,{m}
es,en,20,tragafuegos,firebreather,{m}
es,en,20,tragaluz,skylight,{m}
es,en,20,tragamonedas,slot machine; fruit machine,{m}
es,en,20,tragaperras,slot machine; fruit machine,{m}
es,en,20,tragar,and to gulp,{vtr}
es,en,20,tragar,and to swallow,{vtr}
es,en,20,tragasables,sword-swallower,{mf}
es,en,20,tragedia,a tragedy play,{f} [drama]
es,en,20,tragedia,"tragedy, catastrophe",{f}
es,en,20,tragón,eating much food,{adj}
es,en,20,tragón,greedy,{adj}
es,en,20,trago,(alcoholic) drink,{m}
es,en,20,trago,booze,{m}
es,en,20,trago,gulp,{m}
es,en,20,traición,treason,{f}
es,en,20,traicionar,to betray,{v}
es,en,20,traicionero,traitorous,{adj}
es,en,20,traidor,traitorous,{adj}
es,en,20,traidor,unpredictable,{adj}
es,en,20,traidor,traitor,{m}
es,en,20,traidora,feminine form of traidor,{f}
es,en,20,traje,"suit, dress",{m}
es,en,20,traje acuático,wetsuit,{m}
es,en,20,trajebaño,one-piece swimsuit,{m} [rare]
es,en,20,traje de baño,"bathing suit, swimsuit",{n}
es,en,20,trajinar,"to use (in everyday life), to wear",{v} [Chile]
es,en,20,trajinar,to transport,{v}
es,en,20,trajín,"everyday use, wear",{m} [Chile]
es,en,20,trajín,coming and going,{m}
es,en,20,trajín,work,{m}
es,en,20,traílla,leash,{f}
es,en,20,tramar,to scheme or plot,{v}
es,en,20,tramitar,"to request, ask for, solicit (through a paper)",{v} [bureaucracy]
es,en,20,tramitar,to deal with,{v}
es,en,20,tramo,"section, stretch (segment of a journey or route)",{m}
es,en,20,tramoya,"racket, scam, scheme",{f}
es,en,20,tramoya,"The stage machinery, or a piece thereof",{f} [theater]
es,en,20,tramoyista,con artist,{mf}
es,en,20,tramoyista,stagehand,{mf}
es,en,20,trampa,cheating,{f}
es,en,20,trampa,fiddle,{f}
es,en,20,trampa,trap,{f}
es,en,20,trampear,to cheat,{v}
es,en,20,trampero,trapper (one who traps animals),{m}
es,en,20,trampolín,trampoline,{m} [gymnastics]
es,en,20,trampolín,springboard,{m} [sports]
es,en,20,trampolín,trampoline,{m}
es,en,20,tramposo,cheating,{adj}
es,en,20,tramposo,deceitful,{adj}
es,en,20,tramposo,"cheat, cheater (someone who cheats)",{m}
es,en,20,tranca,bar used to keep closed a door,{f}
es,en,20,tranca,thick bar of wood,{f}
es,en,20,trancar,to lock,{v}
es,en,20,tranquilamente,calmly,{adv}
es,en,20,tranquilidad,tranquility,{f}
es,en,20,tranquilizante,tranquilizing,{adj}
es,en,20,tranquilizante,tranquilizer,{m}
es,en,20,tranquilizar,to calm,{v}
es,en,20,tranquilizar,to sedate,{v}
es,en,20,tranquillo,knack,{m}
es,en,20,tranquilo,"calm, peaceful, tranquil",{adj}
es,en,20,tranquilo,relax!,{interj}
es,en,20,trans-,trans-,{prefix}
es,en,20,transacción,transaction,{f}
es,en,20,transaminasa,transaminase,{f} [enzyme]
es,en,20,transar,to compromise,{v}
es,en,20,transatlántico,transatlantic,{adj}
es,en,20,transbordador,ferry,{m}
es,en,20,transbordar,to transfer,{v}
es,en,20,transcribir,to transcribe,{v}
es,en,20,transcripción,transcription,"{m} [linguistics, genetics]"
es,en,20,transcriptasa,transcriptase,{f} [enzyme]
es,en,20,transcurrir,to elapse,{v}
es,en,20,transcurrir,to pass by,{v}
es,en,20,transcurso,"course, passing",{m}
es,en,20,transecto,transect,{m}
es,en,20,transeúnte,bystander,{mf}
es,en,20,transeúnte,passer-by,{mf}
es,en,20,transeúnte,"transient, nonresident",{mf}
es,en,20,transferasa,transferase,{f} [enzyme]
es,en,20,transferencia,transfer,{f}
es,en,20,transferibilidad,transferability,{f}
es,en,20,transferir,to transfer,{v}
es,en,20,transferrina,transferrin,{f} [protein]
es,en,20,transfigurar,to transfigure,{v}
es,en,20,transformación,transformation,{f}
es,en,20,transformación lineal,linear transformation,{f} [linear algebra]
es,en,20,transformador,transforming,{adj}
es,en,20,transformador,transformer (a device that changes the characteristics of AC electricity),{m}
es,en,20,transformar,to transform,{v}
es,en,20,transfusión,"transfusion, blood transfusion",{f}
es,en,20,transfusión de sangre,blood transfusion,{f}
es,en,20,transglutaminasa,transglutaminase,{f} [enzyme]
es,en,20,transgredir,to transgress,{v}
es,en,20,transhidrogenasa,transhydrogenase,{f} [enzyme]
es,en,20,transición,transition,{f}
es,en,20,Transilvania,Transylvania,{prop}
es,en,20,transitar,"to travel, transit",{v}
es,en,20,transitivamente,transitively,{adv}
es,en,20,transitivo,transitive,{adj}
es,en,20,translúcido,translucent (allowing light to pass through scattering it),{adj}
es,en,20,transliteración,transliteration,{f}
es,en,20,transliterar,to transliterate,{v}
es,en,20,translocación,translocation,{f} [genetics]
es,en,20,transmembranal,transmembranal,{adj}
es,en,20,transmisión,broadcast,{f}
es,en,20,transmisor,transmitter,{m}
es,en,20,transmitir,to transmit,{v}
es,en,20,transmontano,transmontane,{adj}
es,en,20,transmutación,transmutation,{f}
es,en,20,transmutar,to transmute (to change one thing into another),{vit}
es,en,20,Transnistria,Transnistria,{prop}
es,en,20,transparencia,transparency,{f}
es,en,20,transparentar,to make transparent,{v}
es,en,20,transparente,transparent,{adj}
es,en,20,transpeptidasa,transpeptidase,{f} [enzyme]
es,en,20,transpirar,to transpire,{v}
es,en,20,transplantar,alternative form of trasplantar,"{v} [rare, perhaps nonstandard]"
es,en,20,transplante,transplant,{m}
es,en,20,transplante,transplantation,{m}
es,en,20,transponer,to disappear from view,{vp}
es,en,20,transponer,to transpose,{vt} [music]
es,en,20,transponer,to move,{vt}
es,en,20,transponer,to transplant (move plants from one place to another),{vt}
es,en,20,transportable,transportable,{adj}
es,en,20,transportación,transportation,{f}
es,en,20,transportador,transporting,{adj}
es,en,20,transportador,"carrier, conveyor",{m}
es,en,20,transportador,protractor,{m}
es,en,20,transportar,to transpose,{v} [music]
es,en,20,transportar,to transport,{v}
es,en,20,transporte,transport,{m}
es,en,20,transporte público,public transit,{n}
es,en,20,transportista,(of a person) transporting,{adj}
es,en,20,transposón,transposon,{m}
es,en,20,transvasar,to decant,{v}
es,en,20,transversal,transversal,{adj}
es,en,20,transversal,transversal,{f}
es,en,20,transverso,transverse,{adj}
es,en,20,tranvía,tram,{m}
es,en,20,trapear,to mop,{v}
es,en,20,trapecio,trapezoid,{m} [geometry]
es,en,20,trapecio,trapezius,{m} [muscle]
es,en,20,trapecio,trapezium,{m} [skeleton]
es,en,20,trapecio,trapeze,{m}
es,en,20,trapezoide,trapezoid (bone),{m} [anatomy]
es,en,20,trapezoide,trapezium (irregular quadrilateral),{m} [geometry]
es,en,20,trapo,"any fabric or paper piece for clean, wash or dry (tea towel, dish towel, dish cloth, dust cloth, car towel, damp cloth)",{m}
es,en,20,trapo,any piece of cloth,{m}
es,en,20,trapo,rag,{m}
es,en,20,traqueal,tracheal,{adj}
es,en,20,traqueostomía,tracheostomy,{f} [surgery]
es,en,20,traqueotomía,tracheotomy,{f} [surgery]
es,en,20,traquetear,to clatter,{v}
es,en,20,tras-,alternative form of trans-,{prefix}
es,en,20,tras,after,{prep}
es,en,20,tras,beyond,{prep}
es,en,20,trasatlántico,alternative form of transatlántico,{adj}
es,en,20,trasbordador,alternative form of transbordador,{m}
es,en,20,trasbordar,alternative form of transbordar,{v}
es,en,20,trascartón,Immediately after,{adv}
es,en,20,trascendencia,importance,{f}
es,en,20,trascendencia,transcendence,{f}
es,en,20,trascendental,transcendental,{adj}
es,en,20,trascender,"to transcend, to go beyond",{vi}
es,en,20,trascribir,alternative form of transcribir,{v}
es,en,20,trascripción,alternative form of transcripción,{f}
es,en,20,trascurrir,alternative form of transcurrir,{v}
es,en,20,trascurso,alternative form of transcurso,{m}
es,en,20,trasegar,"To tope, booze (drink alcohol excessively)",{v}
es,en,20,trasegar,To transfer (liquid from one container to another),{v}
es,en,20,traserito,diminutive form of trasero,{m}
es,en,20,trasero,"back, back-side, rear-side, posterior",{adj}
es,en,20,trasero,butt,"{m} [slang, anatomy]"
es,en,20,trasferencia,alternative form of transferencia,{f}
es,en,20,trasferir,alternative form of transferir,{v}
es,en,20,trasfigurar,alternative form of transfigurar,{v}
es,en,20,trasfondo,background,{m}
es,en,20,trasformación,alternative form of transformación,{f}
es,en,20,trasformador,alternative form of transformador,{adj}
es,en,20,trasformador,alternative form of transformador,{m}
es,en,20,trasformar,alternative form of transformar,{v}
es,en,20,trasfusión,alternative form of transfusión,{f}
es,en,20,trasgredir,alternative form of transgredir,{v}
es,en,20,trashumante,migratory,{adj}
es,en,20,trashumante,transhumant (moving from winter to summer paste),{adj}
es,en,20,trasiego,hustle and bustle,{m}
es,en,20,trasiego,transfer,{m}
es,en,20,traslación,translation,"{f} [physics, geometry]"
es,en,20,trasladar,"to copy, to transcribe",{v}
es,en,20,trasladar,to move,{v}
es,en,20,trasladar,to transfer,{v}
es,en,20,trasladar,to translate,{v}
es,en,20,trasladar,to transmit,{v}
es,en,20,traslado,copy,{m}
es,en,20,traslado,"move, removal",{m}
es,en,20,traslado,transfer,{m}
es,en,20,traslapar,to overlap,{v}
es,en,20,traslúcido,alternative form of translúcido,{adj}
es,en,20,traslucirse,to show (through),{v}
es,en,20,trasmisión,alternative form of transmisión,{f}
es,en,20,trasmitir,alternative form of transmitir,{v}
es,en,20,trasmontano,alternative form of transmontano,{adj}
es,en,20,trasmutación,alternative form of transmutación,{f}
es,en,20,trasmutar,alternative form of transmutar,{v}
es,en,20,trasnochar,to stay awake all night,{v}
es,en,20,trasparencia,alternative form of transparencia,{f}
es,en,20,trasparentar,alternative form of transparentar,{v}
es,en,20,trasparente,alternative form of transparente,{adj}
es,en,20,traspasar,to overstep (limits),{v}
es,en,20,traspasar,to penetrate,{v}
es,en,20,traspasar,to pierce,{v}
es,en,20,traspasar,to transfer,{v}
es,en,20,traspasar,"to violate (rules, laws etc)",{v}
es,en,20,traspaso,"passing, crossing",{m}
es,en,20,traspaso,piercing,{m}
es,en,20,traspaso,transfer,{m}
es,en,20,traspaso,"transgression, violation",{m}
es,en,20,traspaso,trespass,{m}
es,en,20,traspatio,backyard,{m}
es,en,20,traspirar,alternative form of transpirar,{v}
es,en,20,trasplantar,to transplant,{v}
es,en,20,trasplante,transplant,{m}
es,en,20,trasponer,alternative form of transponer,{v}
es,en,20,trasportación,alternative form of transportación,{f}
es,en,20,trasportador,alternative form of transportador,{adj}
es,en,20,trasportador,alternative form of transportador,{m}
es,en,20,trasportar,alternative form of transportar,{v}
es,en,20,trasporte,alternative form of transporte,{m}
es,en,20,trasquilado,"ruined, damaged, screwed up, fleeced",{adj} [colloquial]
es,en,20,trasquilar,to shear,{v}
es,en,20,trastabillar,To stumble,{v}
es,en,20,trastabillar,"To stutter, stammer",{v}
es,en,20,trastienda,backroom (room located in the rear of a shop),{f}
es,en,20,trasto,piece of furniture,{m}
es,en,20,trasto,utensil,{m}
es,en,20,trastocar,"to upset, unsettle",{vt}
es,en,20,trastornado,crazy,{adj}
es,en,20,trastornado,"disordered, disturbed",{adj}
es,en,20,trastornar,"to drive crazy, insane",{v}
es,en,20,trastornar,to upset,{v}
es,en,20,trastorno,"disturbance, disorder",{m}
es,en,20,trastorno bipolar,bipolar disorder,{m}
es,en,20,trasvasar,alternative form of transvasar,{v}
es,en,20,trasversal,alternative form of transversal,{adj}
es,en,20,trasverso,alternative form of transverso,{adj}
es,en,20,trata,"trade, slave trade",{f}
es,en,20,tratable,"tractable, sociable",{adj}
es,en,20,tratado,treaty,{m}
es,en,20,tratamiento,treatment,{m}
es,en,20,tratar,to be about,{v}
es,en,20,tratar,to treat,{v}
es,en,20,tratar,to try,{v}
es,en,20,trato,behaviour,{m}
es,en,20,trato,deal,{m}
es,en,20,trato,treatment,{m}
es,en,20,trauma,trauma,{m}
es,en,20,traumatizar,to traumatize,{v}
es,en,20,traumatología,traumatology (branch of medicine),{f}
es,en,20,traumático,traumatic,{adj}
es,en,20,travesía,"traverse, crossing",{f}
es,en,20,travesía,"trip, journey",{f}
es,en,20,travesaño,crossbeam,{f} [architecture]
es,en,20,travesaño,rung of a ladder,{f}
es,en,20,travesaño,crossbar,{f} [sport]
es,en,20,travestí,transvestite,{mf}
es,en,20,travesti,transvestite,{mf}
es,en,20,travesura,prank,{f}
es,en,20,travieso,"naughty, mischievous",{adj}
es,en,20,travieso,playful; suggesting mirth or fun,{adj}
es,en,20,través,bent (unusual),{m}
es,en,20,tórax,thorax,{m} [anatomy]
es,en,20,trayecto,route,{m}
es,en,20,trayectoria,"sequence of events of a professional career, artistic career, a social group, a war, etc",{f}
es,en,20,trayectoria,trajectory,{f}
es,en,20,trazador,plotter (type of printer),{m} [computing]
es,en,20,trazador,"designer, planner",{m}
es,en,20,trazador,tracer,{m} [military]
es,en,20,trazar,to draw,{vt}
es,en,20,trazar,to trace,{vt}
es,en,20,trazo,line (writing),{m}
es,en,20,trazo,stroke (writing),{m}
