/dic,,,,,
/@from,/@to,/l/#id,/l/w/c,/l/w/d,/l/w/t
en,es,19,soak,"empapar, remojar, embeber",{v} /so?k/ (to be saturated with liquid by being immersed in it)
en,es,19,soak,esponjar,{v} (to allow (especially a liquid) to be absorbed)
en,es,19,soak,"remojar, empapar",{v} (to immerse in liquid to the point of saturation or thorough permeation)
en,es,19,soak,saturar,{v} (to penetrate or permeate by saturation)
en,es,19,soaked to the bone,mojado hasta la médula,{adj} (extremely wet)
en,es,19,so-and-so,tal por cual {m} {f},{n} (name used to take the place of an epithet)
en,es,19,so-and-so,fulano,{n} (placeholder name)
en,es,19,soap,,{n} (soap opera)
en,es,19,soap,jabón {m},{n} (substance)
en,es,19,soap,"enjabonar, [reflexive] enjabonarse",{v} (apply soap in washing)
en,es,19,soapberry,(Sapindus saponaria) parapara {f} [Venezuela],{n} (its fruit)
en,es,19,soapberry,"(Sapindus saponaria) jaboncillo {m}, chambimbe {m} [Colombia], choloque {m} [Peru], chumico {m} [Costa Rica], isotoubo {m} [Bolivia], jorupe {m} [Ecuador], marikuru {m} [Chile], pacún {m} [El Salvador, Nicaragua], paraparo {m} [Venezuela]",{n} (woody plant)
en,es,19,soapbox,"tribuna improvisada {f}, podio {m}, estrado",{n} /?s??pb?ks/ (a platform)
en,es,19,soap dish,jabonera {f},{n} (a container for soap)
en,es,19,soap opera,"telenovela {f}, culebrón {m}, comedia {f}",{n} (television serial)
en,es,19,soapy,"enjabonado {m}, enjabonada {f}",{adj}
en,es,19,soar,planear,{v} /s??(?)/ (to fly aloft with little effort)
en,es,19,soar,elevarse,{v} (to mount upward on wings)
en,es,19,soaring,ascendente,"{adj} (assurgent, ascending)"
en,es,19,sob,sollozo {m},"{n} /s?b/ (a cry with a short, sudden expulsion of breath)"
en,es,19,sob,sollozar,{v} (weep with convulsive gasps)
en,es,19,so be it,así sea,{phrase} (indication of acceptance)
en,es,19,sober,"sobrio, sereno",{adj} /?s??.b?(?)/ (not drunk)
en,es,19,sober up,desemborrachar,{v} (to become sober)
en,es,19,sobriety,austeridad {f},{n} (quality or state of being sober)
en,es,19,sobriety,sobriedad {f},{n} (quality or state of not being intoxicated)
en,es,19,sobriquet,sobrenombre {m},{n} /?so?.b??.ke?/ (familiar name for a person)
en,es,19,so-called,llamado,{adj} /?s???k??ld/ (so named)
en,es,19,soccer,"fútbol {m}, [Mexico] futbol; balompié {m}, balón-pie {m}; [Mexico] pambol",{n} /?s?k.?/ (soccer)
en,es,19,soccer player,futbolista {m} {f},{n} (one who plays soccer)
en,es,19,Sochi,Sochi {m},{prop} (city in Russia)
en,es,19,sociable,comerciable {m} {f},{adj} (tending to socialize or be social; friendly; inviting; congenial)
en,es,19,social,social {m} {f},{adj} /s???l?/ (relating to society)
en,es,19,social climber,"trepador {m}, arribista {m} {f}",{n} (someone who tries to improve their social position)
en,es,19,social Darwinism,Darwinismo social,{n} (theory)
en,es,19,socialism,socialismo {m},{n}
en,es,19,socialist,socialista {m} {f},"{adj} (of, promoting, practicing, or characteristic of socialism)"
en,es,19,Socialist Federal Republic of Yugoslavia,República Federal Socialista de Yugoslavia,{prop} (Yugoslav state that existed from 1943 until 1992)
en,es,19,socially,socialmente,{adv}
en,es,19,social worker,asistente social,{n} (person whose profession is social work)
en,es,19,societism,societismo,{n} (social philosophy that promotes the well being of the group without sacrificing the significance of the individual)
en,es,19,society,sociedad {f},{n} (group of persons who meet from time to time to engage in a common interest)
en,es,19,society,,{n} (high society)
en,es,19,society,"sociedad {f}, comunidad {f}",{n} (people of one’s country or community as a whole)
en,es,19,society,sociedad {f},{n} /s??sa?.?.ti/ (group of people sharing culture)
en,es,19,Socinian,sociniano {m},{adj} (pertaining to the Socinians)
en,es,19,Socinian,un sociniano {m},{n} (a member of a certain nontrinitarian Christian denomination)
en,es,19,socioeconomic,,{adj} (of or pertaining to social and economic factors)
en,es,19,sociogram,sociograma,{n} (graphic representation of the structure of interpersonal relations in a group situation)
en,es,19,sociolect,sociolecto {m},{n} (a language used by a social group)
en,es,19,sociological,sociológico,{adj} (of or pertaining to sociology)
en,es,19,sociologist,"sociólogo {m}, socióloga {f}",{n} (scientist studying the field of sociology)
en,es,19,sociology,sociología {f},"{n} /?s???i???l?d?i?/ (study of society, human social interactions, etc.)"
en,es,19,sociopolitical,,{adj} (socio-political)
en,es,19,sock,"calcetín {m} [Chile, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Spain], media {f} [Costa Rica, Cuba, Panama, Puerto Rico, South America except Chile]",{n} (covering for the foot)
en,es,19,socket,cuenca {f} (eye socket),{n} (hollow in a bone)
en,es,19,socket,enchufe {m},{n} /?s?k?t/ (mechanical opening)
en,es,19,Socrates,Sócrates {m},{prop} (Greek philosopher)
en,es,19,soda,soda {f},{n} (carbonated water)
en,es,19,soda,"sosa {f}, soda {f}",{n} /?so?d?/ (sodium carbonate)
en,es,19,soda,"gaseosa {f}, bebida {f}, soda {f}, [Chile], refresco {m} [Bolivia, Cuba, Honduras, Mexico, Puerto Rico, Spain, Venezuela], soda {f} [Eastern Bolivia, Northern Mexico, Panama, Puerto Rico] agua {f} [Guatemala, colloquial - short for agua gaseosa], casera {f} [Spain, colloquial], chesco {m} [Mexico, colloquial], cola {f} [Ecuador, colloquial], fresco {m} [Venezuela, colloquial - regional and working class usage]","{n} (sweet, carbonated drink)"
en,es,19,sodality,,{n} /s???dæl?ti/ (companionship)
en,es,19,sod all,nada de nada,{n} (nothing)
en,es,19,soda pop,"refresco, gaseosa, bebida, fresco","{n} (sweetened, carbonated beverage)"
en,es,19,soda water,"soda, agua de Seltz",{n} (water with carbon dioxide)
en,es,19,sodden,empapado,{adj} (soaked)
en,es,19,sodium,sodio {m},{n} /?so?di?m/ (a reactive metal)
en,es,19,sodium benzoate,benzoato de sodio {m},{n} (the sodium salt of benzoic acid)
en,es,19,sodium bicarbonate,bicarbonato de sodio {m},{n} (salt of sodium hydroxide and carbonic acid)
en,es,19,sodium bicarbonate,bicarbonato de sodio {m},{n} (used as a raising agent)
en,es,19,sodium chloride,cloruro de sodio {m},{n} (chemical term for table salt; NaCl)
en,es,19,sodium hydrogen carbonate,,{n} (NaHCO)
en,es,19,sodium hydroxide,"hidróxido de sodio {m}, hidróxido sódico {m}",{n} (caustic alkali)
en,es,19,sodium lamp,,{n} (sodium vapor lamp)
en,es,19,sodomise,sodomizar,{v} (anal sex)
en,es,19,sodomise,sodomizar,{v} (sex with an animal)
en,es,19,sodomy,sodomía {f},{n} /?s?d?mi/ (sex held to be unnatural)
en,es,19,Sod's law,ley de la indefectible mala voluntad de los objectos inanimados {f},{n} /s?dz l??/ (rule)
en,es,19,sofa,sofá {m},{n} /?s??f?/ (upholstered seat)
en,es,19,so far,"hasta ahora, hasta aquí, hasta este momento",{adv} (until now; previously; yet)
en,es,19,soffit,sofito {m},"{n} /?s?.f?t/ (visible underside of an arch, balcony, beam, cornice, staircase, vault or any other architectural element)"
en,es,19,Sofia,"Sofia, Sofía",{prop} /?s??fi?/ (the capital city of Bulgaria)
en,es,19,soft,,{adj} (foolish)
en,es,19,soft,"suave, ligero, tenue",{adj} (gentle)
en,es,19,soft,suave,{adj} (of a cloth)
en,es,19,soft,tenue,{adj} (of a sound)
en,es,19,soft,blando,{adj} /s?ft/ (giving way under pressure)
en,es,19,softball,sófbol {m},{n} (game)
en,es,19,soft drink,"gaseosa {f}, bebida {f} [Chile], refresco {m} [Bolivia, Cuba, Honduras, Mexico, Venezuela], soda {f} [Bolivia, Northern Mexico, Panama, Puerto Rico], agua {f} [Guatemala, colloquial - short for agua gaseosa], casera {f} [Spain, colloquial], chesco {m} [Mexico, colloquial], cola {f} [Ecuador, colloquial], fresco {m} [Venezuela, colloquial - especially regional and working-class usage], bebida de fantasia {f}","{n} (sweet, non-alcoholic carbonated beverage)"
en,es,19,soften,ablandarse,{v} ((intransitive) To become soft or softer)
en,es,19,soften,ablandar,{v} /?s?f?n/ ((transitive) To make something soft or softer)
en,es,19,softly,"inaudiblemente, silenciosamente","{adv} (not loudly, inaudible)"
en,es,19,softly,suavemente,"{adv} (softly, gently)"
en,es,19,soft roe,,{n} (milt)
en,es,19,software,"software {m}, programa {m}",{n} /?s?ft?w??]/ (encoded computer instructions)
en,es,19,softwood,"madera blanda {f}, madera tierna {f}",{n}
en,es,19,Sogdiana,Sogdiana {f},{prop} (an ancient Iranian-speaking civilization)
en,es,19,soil,tierra {f},{n} (country or territory)
en,es,19,soil,suelo {m},{n} /s??l/ (mixture of sand and organic material)
en,es,19,soil,,{v} (to defecate into one's clothing)
en,es,19,soil,ensuciar,{v} (to make dirty)
en,es,19,soiled,sucio,{adj} (dirty)
en,es,19,soirée,velada {f},{n} /?sw??re?/ (formal evening party)
en,es,19,soiree,,{n} /?sw??re?/ (formal evening party)
en,es,19,sojourn,estadía {f},{n} /?so?d??n/ (A short stay somewhere)
en,es,19,sol,sol {m},{n} /s??l/
en,es,19,sol,sol {m},{n} /so?l/ (fifth note of a major scale)
en,es,19,solace,"consuelo {m}, solaz {m}",{n} /?s??.l?s/ (consolation)
en,es,19,solace,consuelo {m},{n} (source of comfort)
en,es,19,solar,solar,{adj} (of or pertaining to the sun)
en,es,19,solar calendar,calendario solar {m},{n} (a calendar based on the movement of the Earth around the Sun)
en,es,19,solar cell,célula solar {f},{n} (semiconductor device)
en,es,19,solar corona,corona solar {f},{n} (upper atmosphere of the sun)
en,es,19,solar day,día solar {m},{n} (time for a planet to rotate once relative to the sun)
en,es,19,solar eclipse,eclipse solar {m},{n} (when the Moon passes between the Earth and the sun)
en,es,19,solar energy,energía solar {f},{n} (energy from the sun)
en,es,19,solar flare,erupción solar {f},{n} (violent explosion)
en,es,19,solar mass,masa solar {f},{n} (unit)
en,es,19,solar nebula,nebulosa solar {f},{n} (disc-shaped cloud of gas and dust)
en,es,19,solar panel,"panel solar {m}, panel fotovoltaico {m}",{n} (array of connected solar cells)
en,es,19,solar system,sistema solar {m},{n} (any collection of heavenly bodies orbiting a star)
en,es,19,solar system,,{prop} /?so?.l? ?s?s.t?m/ (Solar System)
en,es,19,Solar System,sistema solar {m},{prop} /?so?.l? ?s?s.t?m/ (the Sun and all the heavenly bodies that orbit around it)
en,es,19,solar wind,viento solar {m},{n} (outflow of charged particles from the solar corona into space)
en,es,19,solder,"estaño para soldar {m}, estaño {m}",{n} /?s?ld?(r)/ (any of various alloys that are used to join small pieces of metal together)
en,es,19,solder,soldar,{v} (to join with solder)
en,es,19,soldering iron,soldador {m},{n} (tool)
en,es,19,soldier,soldado,{n} /?s??ld??(?)/ (member of an army)
en,es,19,soldier,"soldado {m} [private soldier]; militar {m} [member of an army, usually of higher rank]; milico {m} [Andes, River Plate region, pejorative]",{n}
en,es,19,sole,solo,{adj} /so?l/ (only)
en,es,19,sole,suela {f},{n} (bottom of a shoe or boot)
en,es,19,sole,"planta {f}, planta del pie {f}",{n} (bottom of the foot)
en,es,19,sole,lenguado {m},{n} (fish)
en,es,19,solely,"únicamente, solamente, exclusivamente",{adv} /?so?l.li/ (exclusively)
en,es,19,solemn,solemne,{adj} (performed with great ceremony)
en,es,19,solemn,solemne,{adj} /?s?l?m/ (deeply serious and somber)
en,es,19,solemnity,solemnidad {f},{n} (instance of solemn behavior)
en,es,19,solemnity,solemnidad {f},{n} (quality of being solemn)
en,es,19,solemnly,solemnemente,{adv} (in a solemn manner)
en,es,19,solenodon,"almiquí {m}, aire {m}",{n} (small nocturnal insectivorous mammal with long snout and venomous saliva)
en,es,19,solenoid,solenoide {m},{n} (solenoid)
en,es,19,solicit,solicitar,{v} (to make a petition)
en,es,19,solicit,solicitar,{v} / / (to persistently endeavor)
en,es,19,solicit,solicitar,{v} (to persuade or incite)
en,es,19,solicitation,solicitación {f},{n} (instance of soliciting)
en,es,19,solicitor,"abogado {m}, notario {m}",{n}
en,es,19,solid,sólido,{adj} (in the solid state)
en,es,19,solid,masivo,"{adj} (large, massive)"
en,es,19,solid,"sólido {m}, sólida {f}",{adj}
en,es,19,solid,sólido {m},{n} (chemistry: fundamental state of matter)
en,es,19,solid,"sólido {m}, cuerpo {m}",{n} (geometry: three-dimensional object)
en,es,19,solidarity,solidaridad,{n}
en,es,19,solidarity,solidaridad {f},{n} (unifying bond between individuals with common goal or enemy)
en,es,19,solidify,solidificar,{v} /s??l?d??fa?/ (transitive: to make solid; convert into a solid body)
en,es,19,solidly,sólidamente,{adv} (in a solid manner)
en,es,19,soliloquy,soliloquio {m},{n} /s??l?l?kwi/ (act of a character speaking to himself)
en,es,19,soliloquy,soliloquio {m},{n} (speech or written discourse in this form)
en,es,19,solipsism,solipsismo {m},{n} /?s?l?ps?zm/ (theory)
en,es,19,solitaire,solitario {m},{adj} (living alone or being alone; solitary)
en,es,19,solitaire,solitario,{n} (game that can be played by one person)
en,es,19,solitaire,,{n} /?s?l?t??/ (person who lives alone)
en,es,19,solitary,solitario {m},{adj} (living alone or being by one's self)
en,es,19,solitary,,{adj} (lonely)
en,es,19,soliton,solitón {m},"{n} (A self-reinforcing solitary wave that maintains its shape, while traveling at constant speed.)"
en,es,19,solitude,"soledad {f}, solitud {f}",{n} (state of being alone)
en,es,19,solo,solo {m},{adj} (of a musical solo)
en,es,19,solo,solo,{adj} (without a companion or instructor)
en,es,19,solo,solitario {m},{n} (card game)
en,es,19,solo,solista {m} {f},{n} (job or performance done by one person)
en,es,19,solo,solo {m},{n} (piece of music for one)
en,es,19,soloist,solista {m} {f},{n} (a person who performs a solo)
en,es,19,Solomon,Salomón,{prop} /?s?l?m?n/ (king of Israel)
en,es,19,Solomon Islander,salomonense,{n} (Somebody from The Solomon Islands)
en,es,19,Solomon Islands,Islas Salomón,{prop} /?s?.l?.m?n ?a?.l?ndz/ (A country in Melanesia)
en,es,19,Solon,Solón {m},{prop} /?s??l?n/ (statesman and lawgiver)
en,es,19,so long as,,{phrase} (as long as)
en,es,19,solstice,solsticio {m},{n} /?s?l.st?s/ (point where the earth stands at the extreme of its ellipsis around the sun)
en,es,19,solubility,solubilidad {f},{n} (the condition of being soluble)
en,es,19,soluble,soluble,{adj} (able to be solved or explained)
en,es,19,soluble,soluble,{adj} /?s?.?j?.b??]/ (able to be dissolved)
en,es,19,solute,soluto {m},{n} (substance that is dissolved in a solvent)
en,es,19,solution,solución {f},{n} (answer to a problem (mathematics))
en,es,19,solution,solución {f},{n} /s??lu???n/ (liquid mixture)
en,es,19,solvation,solvatación {f},"{n} (An association, or a reaction, of a solute with a solvent)"
en,es,19,solve,"resolver, solucionar",{v} (to find an answer or solution)
en,es,19,solvency,solvencia {f},{n} (ability to pay debts)
en,es,19,solvent,solvente,{adj} (able to pay all debts)
en,es,19,solvent,disolvente {m},"{n} (liquid that dissolves a solid, liquid, or gaseous solute)"
en,es,19,solyanka,solianka {f},"{n} (a thick, spicy and sour soup in Russian and Ukrainian cuisine)"
en,es,19,Somali,somalí,{adj} (pertaining to Somalia)
en,es,19,Somali,somalí,{n} (a person)
en,es,19,Somalia,Somalia {f},{prop} (country in Eastern Africa)
en,es,19,somatic,somático,{adj} (relating to the body of an organism)
en,es,19,sombrero,"sombrero mexicano {m}, [Mexico] sombrero de charro {m}",{n} (hat)
en,es,19,some,unos,"{adv} (approximately, roughly)"
en,es,19,some,"algunos {m} {p}, algunas {f} {p}",{determiner}
en,es,19,some,"algunos {m} {p}, algunas {f} {p}",{determiner} (unspecified quantity or number of)
en,es,19,some,algo {n},"{pron} (indefinite amount, part)"
en,es,19,some,"unos {m} {p}, unas {f} {p}",{pron} (indefinite quantity or number)
en,es,19,some,alguno {m},{pron} /s?m/ (certain number)
en,es,19,somebody,alguien,{pron} /?s?mb?di/ (some unspecified person)
en,es,19,someday,algún día,{adv} (sometime; at some time in the future)
en,es,19,somehow,"de algún modo, de alguna manera",{adv} (in one way or another; in some way not yet known or designated)
en,es,19,someone,"alguien, alguno",{abbr} /?s?mw?n/ (some person)
en,es,19,somersault,"voltereta {f} (by a child), salto mortal (acrobatics)",{n} (the act of going head over heels)
en,es,19,something,algo,{pron}
en,es,19,something,"algo, alguna cosa",{pron} /?s?m???/ (unspecified object)
en,es,19,something is rotten in the state of Denmark,algo está podrido en el estado de Dinamarca,"{phrase} (Hamlet quotation, used in other contexts to mean ""something is not right."")"
en,es,19,something to write home about,algo del otro mundo,{pron}
en,es,19,some time,considerable,{n} (time)
en,es,19,sometime,al rato,{adv} (at an unstated or indefinite time in the future)
en,es,19,sometime,,{adv} (obsolete: sometimes)
en,es,19,sometimes,"a veces, algunas veces","{adv} /?s?mta?mz/ (on certain occasions, but not always)"
en,es,19,somewhat,algo,{adv} /?s?mw?t/ (limited extent)
en,es,19,somewhere,"en alguna parte, en en algún lugar, en algún punto, en algún sitio",{adv} (in some place)
en,es,19,somewhere,a alguna parte,{adv} (to some place)
en,es,19,sommelier,sumiller {m},{n} /?s??m?l?je?/ (wine steward)
en,es,19,somnambulate,"ser sonámbulo, pasearse dormido",{v} /s??m.?næm.bju.?le?t/ (to walk while sleeping)
en,es,19,somnambulation,,{n} (sleepwalking)
en,es,19,somnambulism,sonambulismo {m},{n} (sleepwalking)
en,es,19,somnambulist,sonámbulo {m},{n} (a sleepwalker)
en,es,19,somniloquous,somnílocuo,{adj} (talking while asleep)
en,es,19,somnolent,somnolienta,{adj} /?s??mn?l?nt/
en,es,19,so much,tanto {m},{adj}
en,es,19,so much,tanto {m},{adv}
en,es,19,son,hijo {m},{n} (a son through major influence)
en,es,19,son,hijo {m},{n} (familiar address)
en,es,19,son,hijo {m},{n} (male descendant)
en,es,19,son,hijo {m},{n} /s?n/ (a male person in relation to his parents)
en,es,19,sonar,sónar {m},{n} (device)
en,es,19,sonata,sonata {f},{n} /s??n??t?/ (a musical composition for one or a few instruments)
en,es,19,sonata form,forma sonata {f},{n} (a form of classical music)
en,es,19,song,canción {f},{n} /s??/ (music with words)
en,es,19,song,,{n} (sound of a bird)
en,es,19,songbook,cancionero {m},{n} (book)
en,es,19,Song of Solomon,"Cantar de los Cantares {m}, Cantar de Salomón, Cantar de los Cantares de Salomón {m}",{prop} (book of the Bible)
en,es,19,songstress,"cantante {m} {f}, cantora {f}",{n} (a female singer)
en,es,19,sonic,sónico,{adj} (of or relating to sound)
en,es,19,sonic boom,"explosión sónica {f}, boom sónico {m}, estampido sónico {m}",{n} (the audible effect of a shock wave in the air)
en,es,19,son-in-law,yerno {m},{n} (son-in-law)
en,es,19,sonnet,soneto {m},"{n} /s?n?t/ (sonnet, a type of poem)"
en,es,19,sonny,"hijo {m}, mijo {m}, hijito {m}, mijito {m}",{n} /?s?ni/ (a familiar form of address for a boy)
en,es,19,son of a bitch,"hijo de puta {m}, hijueputa {m} {f}, hideputa {m} {f}",{n} (objectionable person)
en,es,19,son of a bitch,hijueputa,{n} (objectionable thing)
en,es,19,son of a whore,hijo de puta {m},{n} (objectionable person)
en,es,19,sonogram,,{n} /?s?n????æm/ (spectrogram)
en,es,19,Sonora,Sonora {f},{prop} (state of Mexico)
en,es,19,Sonya,Sonia {f},{prop} (female given name)
en,es,19,soon,pronto,{adv} /su?n/ (within a short time)
en,es,19,sooner or later,tarde o temprano,{adv} (set phrase; eventually)
en,es,19,Sooretama slaty antshrike,batará pizarroso de Sooretama,{n} (bird)
en,es,19,soot,hollín {m},{n} /?s?t/ (Fine black or dull brown particles)
en,es,19,soothe,calmar,{v} /su?ð/ (To calm or placate someone or some situation)
en,es,19,soothe,"aliviarse, descansar",{v} (To bring comfort or relief)
en,es,19,soothe,aliviar,{v} (To ease or relieve pain or suffering)
en,es,19,sop,,{n} (easily frightened person)
en,es,19,sop,,{n} (gravy)
en,es,19,São Paulo,"San Pablo, São Paulo",{prop} (state in Brazil)
en,es,19,Sophia,Sofía,{prop} (female given name)
en,es,19,sophist,sofista {m} {f},"{n} /?so?f?st/ (ancient teacher of rhetoric, etc.)"
en,es,19,sophisticated,"refinado, elegante, sofisticado",{adj} (appealing to the tastes of an intellectual; cerebral)
en,es,19,sophisticated,"sofisticado, complejo, complicado, elaborado","{adj} (complicated, especially of complex technology)"
en,es,19,sophisticated,erudito,{adj}
en,es,19,sophisticated,"de mundo, sofisticado","{adj} (having obtained worldly experience, and lacking naiveté; cosmopolitan)"
en,es,19,sophistication,sofisticación,{n} /s??f?s.t??ke?.??n/
en,es,19,Sophocles,Sófocles,{prop} (Greek dramatic poet)
en,es,19,sophrological,sofrologico,{adj}
en,es,19,soporific,"soporífico, somnífero",{adj} (tending to induce sleep)
en,es,19,soporific,somnífero,{n} /?s?p.????f.?k/ (sleep inducing agent)
en,es,19,soprano,soprano,{n}
en,es,19,sora,polluela sora {f},{n} (Porzana carolina)
en,es,19,Sorbian,"sorbio {m}, sorabo {m}",{prop} /?s??rbi?n/ (language)
en,es,19,sorbic acid,ácido sórbico {m},{n} (sorbic acid)
en,es,19,sorbitol,sorbitol {m},{n} (sugar alcohol)
en,es,19,Sorbonne,Sorbona {f},{prop}
en,es,19,sorbose,sorbosa {f},{n} (ketohexose used in the production of ascorbic acid)
en,es,19,sorcerer,"brujo {m}, hechicero {m}",{n} /?s??.s?.?/ (magician/wizard drawing upon natural powers)
en,es,19,sorceress,bruja {f},{n} (magician/wizard drawing upon natural powers)
en,es,19,sordid,sórdido,{adj} (morally degrading)
en,es,19,sordid,sórdido,{adj} /?s????d/ (dirty or squalid)
en,es,19,sore,,{adj} (annoyed)
en,es,19,sore,dolorido,{adj} /s??(?)/ (causing pain)
en,es,19,sore,llaga {f},"{n} (injured, infected, inflamed, or diseased patch of skin)"
en,es,19,sore throat,dolor de garganta,{n} (symptom)
en,es,19,sorghum,zahína {f},{n} /?s?.??m/ (cereal)
en,es,19,sorority,sororidad,{n} (group of women or girls associated for a common purpose)
en,es,19,sorority,sororidad,{n} (social organization of female students at a college or university)
en,es,19,sorority,sororidad {f},{n}
en,es,19,sorrow,"tristeza {f}, aflicción {f}, infelicidad {f}, pesar {m}, dolor {m}",{n} /?s??o?/ (unhappiness)
en,es,19,sorrowful,triste,{adj} (full of sorrow)
en,es,19,sorry,"lo siento, pobre {m} {f}","{adj} (poor, regrettable)"
en,es,19,sorry,"disculpa, disculpe, discúlpame",{adj} /?s?ri/ (regretful for an action or grieved)
en,es,19,sorry,"discúlpame, perdóname, lo siento",{interj} (expression of regret or sorrow)
en,es,19,sorry,"¿cómo?, ¿perdón?, ¿ah? [Colombia, Puerto Rico, Venezuela, colloquial], ¿eh? [Cuba, Spain, colloquial], ¿mande? [Mexico, colloquial]",{interj} (request to repeat)
en,es,19,sort,ordenar,{n} (act of sorting)
en,es,19,sort,"tipo {m}, género {m}, suerte {f}, clase {f}",{n} /s??t/ (type)
en,es,19,sort,ordenar,{v} (arrange in order)
en,es,19,sort,clasificar,{v} (separate according to certain criteria)
en,es,19,sort of,"parece que, en cierto sentido, de alguna forma, aproximadamente, en aproximación, de alguna manera, más o menos",{adv} (in a way etc.)
en,es,19,so-so,"más o menos, así así",{adj} (neither good nor bad)
en,es,19,so-so,así así,{adv} (neither well nor poorly)
en,es,19,sot,"tomador {m}, borracho {m}",{n} (drunkard)
en,es,19,so that,"para que (+ subjunctive), de modo que",{conj} (in order to)
en,es,19,São Toméan,santotomense,"{adj} (Of, or pertaining to, São Tomé and Principe or its peoples)"
en,es,19,São Toméan,santotomense {m} {f},{n} (citizen of São Tomé and Principe or of São Toméan descent)
en,es,19,São Tomé and Príncipe,Santo Tomé y Príncipe,{prop} (Democratic Republic of São Tomé and Príncipe)
en,es,19,Sãotomense,,{prop} (Forro)
en,es,19,so to speak,por así decirlo,{adv} (in a manner of speaking)
en,es,19,soufflé,"soufflé {m}, suflé {m}",{n} /su??fle?/ (baked dish)
en,es,19,sought-after,,{adj} (in demand)
en,es,19,soul,ánimo {m},{n}
en,es,19,soul,alma {f},{n} /so?l/ (the spirit or essence of a person that is believed to live on after the person’s death)
en,es,19,soulish,anímico,{adj} /?so?l??/
en,es,19,soulmate,alma gemela {m},{n} (Someone with whom one has a special connection)
en,es,19,soul patch,"barbilla de labio inferior {f}, barbillita {f}",{n}
en,es,19,sound,,{adj} /sa?nd/ (sound asleep)
en,es,19,sound,sano,{adj}
en,es,19,sound,sonda {f},{n} (a probe)
en,es,19,sound,"estrecho {m}, seno {m}",{n} (long narrow inlet)
en,es,19,sound,"sonido {m}, son {m}",{n} (sensation perceived by the ear)
en,es,19,sound,sonido {m},{n}
en,es,19,sound,sondear,{v}
en,es,19,sound,sondear,{v} (to probe)
en,es,19,sound,"sonar, parecer",{v} (to produce a sound)
en,es,19,soundtrack,banda sonora {f},{n} (a narrow strip running down a movie film that carries the recorded sound in synchronization with the pictures)
en,es,19,soundtrack,banda sonora {f},{n} (a recording of such music for sale)
en,es,19,soundtrack,banda sonora {f},{n} (the sound (especially the music) component of a movie)
en,es,19,sound wave,"onda sonora {f}, onda acústica {f}",{n} (longitudinal wave of pressure transmitted through any plastic material)
en,es,19,soup,"sopa {f}, caldo {m}",{n} /sup/ (dish)
en,es,19,soupspoon,,{n} (soupspoonful)
en,es,19,soupspoon,cuchara sopera {f},{n} (spoon for eating soup)
en,es,19,soup up,"retocar, trucar, acondicionar, tunear",{v} (modify higher performance than the specifications)
en,es,19,sour,"agrio, ácido","{adj} (having an acidic, sharp or tangy taste)"
en,es,19,sour,agrio,"{adj} (made rancid by fermentation, etc.)"
en,es,19,sour,agrio,{adj} (tasting or smelling rancid)
en,es,19,source,origen,{n}
en,es,19,source,fuente {m},"{n} /so??s/ (person, place or thing from which something comes or is acquired)"
en,es,19,source,fuente {f},{v} (to obtain or procure; used especially of a business resource)
en,es,19,source code,código fuente {m},{n} (human-readable instructions in a programming language)
en,es,19,sour cherry,guinda {f},{n} (fruit)
en,es,19,sour cherry,"guindo {m}, cerezo ácido, cerezo de Morello",{n}
en,es,19,sour cream,crema agria {f},{n} (cream)
en,es,19,sour grapes,uvas verdes {f} {p},{n} (expressing disdain)
en,es,19,soursop,"guanábana {f}, chirimoya {f}",{n} (fruit)
en,es,19,soursop,"guanábano {m}, yaca {f}",{n} /?sa??r?s?p/ (tree)
en,es,19,sousaphone,susáfono,{n} (brass instrument)
en,es,19,soutane,sotana {f},{n} (a long gown)
en,es,19,south,"del sur {m} {f}, sureño {m}, meridional {m} {f}, austral {m} {f}",{adj} (of or pertaining to the south)
en,es,19,south,al sur,{adv} (towards the south)
en,es,19,south,sur {m},{n} /sa??/ (compass point)
en,es,19,South Africa,"Sudáfrica {f}, África del Sur {f}",{prop} (country)
en,es,19,South African,sudafricano {m},"{adj} (of, from, or pertaining to South Africa)"
en,es,19,South African,sudafricano {m},{n} /?sa???af.??.k?n/ (person)
en,es,19,South America,"América del Sur {f}, Sudamérica {f}, Suramérica {f}, América Meridional {f}",{prop} (continent that is the southern part of the Americas)
en,es,19,South American,"sudamericano {m}, suramericano",{adj} (relating to South America)
en,es,19,South American,"sudamericano {m}, suramericano {m}",{prop} (South American person)
en,es,19,South Asia,Asia del Sur {m},{prop} (South Asia)
en,es,19,South Australia,Australia Meridional {f},{prop} (state of Australia)
en,es,19,South Carolina,Carolina del Sur {f},{prop} /?sa?? k????la?n?/ (US state)
en,es,19,South Caucasus,Transcaucasia {f},{prop} (region of southwest Asia)
en,es,19,South China Sea,Mar de la China Meridional {m},"{prop} (Pacific Ocean, between the Asian mainland and Taiwan, Borneo and the Philippines)"
en,es,19,South Dakota,Dakota del Sur {f},{prop} /?sa?? d??ko?.t?/ (state of the USA)
en,es,19,southeast,"sudeste {m} {f}, del sudeste",{adj}
en,es,19,southeast,sureste {m},{n} (compass point)
en,es,19,Southeast Asia,Sureste Asiático {m},{prop} (a subregion of Asia)
en,es,19,southern,"meridional, del sur, sureño",{adj} (of or pertaining to a southern region)
